,mpiGLB_cluster1,mpiGLB_cluster2,mpiGLB_cluster3,mpiGLB_cluster4,mpiGLB_cluster5,mpiGLB_cluster6,mpiGLB_cluster7,mpiGLB_cluster8,mpiGLB_cluster9,mpiGLB_cluster10,mpiGLB_cluster11,mpiGLB_cluster12
1981-02-01,7.601742417033776,5.237325573712967,9.251538924485232,9.412293042637197,4.98475214914023,8.599722584163661,7.589944494298452,3.125221802832287,7.108752873204444,3.326386902822141,7.784249070693751,6.800504877648686
1981-03-01,7.617116174683107,6.140187653590831,9.483366542742955,9.550544509818923,3.9204649800757263,8.669902447403302,8.36029474544647,3.7373863300666916,6.771987930010228,3.6506442275384856,8.92812200334639,5.978733159658804
1981-04-01,8.120392957281897,6.4934501077399505,9.377113440389579,9.574386517379125,3.811616406066316,8.789514386999175,8.313198611576409,2.495108092278189,6.88951479516965,3.9952767930986335,8.50205463191858,5.307413479120135
1981-05-01,8.563058822256183,6.699165214210618,8.942663620038108,9.40538374599109,3.4654897777353235,8.839642908060775,8.035975805146112,2.0219113603139314,6.826449387367085,4.325262423152122,7.401884201047553,4.182977488010277
1981-06-01,8.883906185811671,6.632302627566402,8.026939788706313,8.710149873953997,3.9462849255881096,8.690671757615954,7.645790344867688,1.4093876809202757,7.663019709611065,4.253551379643925,5.5791232232541015,2.829122546219711
1981-07-01,8.97564498038784,6.016318092227699,7.0615348980842185,8.014044883445152,6.072453340439388,8.59747803292776,6.854993136669627,1.0824448684099943,8.504751610872981,4.013511324857453,4.178962782932476,2.6871691386572167
1981-08-01,9.011876619598876,5.88765033941226,6.533262137304951,7.44409911383669,6.916412587393563,8.515868565924592,6.651664447853655,1.0235054604506488,8.84411757832625,3.7507054511483897,3.0949130316402176,5.088376174062437
1981-09-01,9.269395957423006,5.0479024095018135,6.697817058956077,7.720894069672818,7.40033052814669,8.587429293978023,5.960511174235381,0.6491115331153778,9.154234407957071,3.399819841922475,2.422964743753434,6.549574541898015
1981-10-01,9.398870134234132,4.814160845659883,7.260756988128966,8.33339464301015,7.151511561074196,8.81465158930974,6.1278179109945725,1.6937738452852522,9.235902484936119,3.1564866970046848,3.1933818510535703,7.488514703251765
1981-11-01,9.145475657413769,4.58450156784767,7.840533124288552,8.917568060200852,6.378999688420081,8.88017560064174,6.240826522570545,2.3580668723346103,8.686487023638966,3.217727092599108,3.8860185080042857,7.758019398291165
1981-12-01,8.641026678554212,4.219705500237775,8.483541428731693,9.201661890800526,5.7310581473608755,8.800229045520304,6.549687454196672,1.7553079644809033,7.988884329690064,3.11891221220205,4.403258163136461,7.149902338634897
1982-01-01,8.05325856503236,4.9694701044043486,9.081334173674906,9.34823068188657,5.46493826186429,8.724707772807315,7.338570950449824,3.2669824230324447,7.436728939177104,3.111749374709901,6.949347845343463,6.859479451383774
1982-02-01,7.783767744411895,5.277056542902432,9.352819420131988,9.434468685928012,5.25846221097331,8.739477089211647,7.895342393592534,3.050452165591556,6.932374412655863,3.31261384904701,8.785399401130286,6.559211185395524
1982-03-01,7.95050214384118,5.975541507877571,9.50402476444859,9.592839643181659,4.533683700694147,8.816762240196232,8.177794147842798,3.3410387980219802,6.788746263857825,3.7282952966623486,9.23129027232246,6.028268230581932
1982-04-01,8.172216386301871,6.712060248701332,9.653310699835142,9.75541285755284,3.9691852887348493,8.931902939764141,8.566853130612369,2.678245597452385,6.78120075219192,4.040595476471674,8.858291309960098,5.132022343003889
1982-05-01,8.34468028454423,6.8017620703057515,8.931326129402587,9.439040874668002,3.6453787342156803,8.91835785548534,8.125227406590456,1.6729286362199942,6.729847346894836,4.231579155761871,7.5871813504669525,4.352659992540526
1982-06-01,8.667275129852248,6.2239537078675635,7.982663489033018,8.685040623786493,4.145200725166032,8.77160348361955,7.362441953102149,1.7593743630563468,7.246848015090298,4.134587106422613,6.4375850435975135,3.124157948996636
1982-07-01,8.881875253409675,6.0761421175090735,7.299160546766378,7.9628560013090715,5.63719223632344,8.64097034857898,7.06400957723253,0.5403235215809112,8.198361063112849,3.8626747343242984,4.93401791697315,3.238917096595432
1982-08-01,9.00667929774077,5.4743263893508365,6.755312604695193,7.549337097079371,7.186341737044432,8.533742242048353,6.542000250578559,0.38529083320218244,8.797059537752618,3.5225163814909806,4.042162612828837,5.321064829747581
1982-09-01,9.265045885388417,5.26417088821036,6.865710164655611,7.827727770421096,7.154085914705273,8.62046530752756,6.304942535577532,0.8052831619174203,9.07667669787866,3.3612196771493275,4.401932957617992,6.643229025031846
1982-10-01,9.497293944211082,4.911100109730846,7.4935562164215215,8.585653739950827,6.944856389452721,8.945262180249387,6.296445262617361,1.825073201520357,9.14668530470503,3.213200367741593,5.877880401458292,7.137782655508285
1982-11-01,9.227496423636083,4.315766176062576,7.807081774415329,8.879696373062362,6.499936465282922,8.911648545952454,6.338766924865448,3.018658109936354,8.750662570729931,2.8263267916697563,6.54169096917012,7.903381877419613
1982-12-01,8.440814405603048,4.735459807227611,8.564225289566036,9.339592154602752,5.658005494706779,8.855135424002045,7.036116591487364,3.6022693997410724,7.823359366008043,3.0169786056543324,7.844887226427085,7.17258539733376
1983-01-01,7.315705171811702,5.475295042622308,8.877804423021484,9.39777675582345,5.51763877161025,8.519732523880087,7.548411562682637,3.4437072434560103,6.849454777979582,3.105806583233645,8.964264621876557,6.941245757370119
1983-02-01,7.2486679310506785,5.803325694795376,9.225373491007408,9.466536347155396,5.237910764747479,8.483562830298588,8.121740843120689,4.478914878004014,6.67440325327812,3.5479644791588365,10.125259482599297,7.141276409447629
1983-03-01,7.340133854611602,5.836516463719051,9.300535884414701,9.574526850062163,4.558461530645344,8.503859471109593,7.954138551915911,3.8787644682418123,6.318098078239456,3.5408091039944964,9.964130190189746,6.202482779164807
1983-04-01,7.78956292486764,6.103725102352685,9.33158932755409,9.64285036350445,3.3619502550600546,8.69260169529906,7.994753336772449,3.9307134445503618,6.426898702404269,4.00620642095488,10.06976633131845,5.401721047572529
1983-05-01,8.19418169934122,6.155369795610358,8.627917894943474,9.220928345529291,3.3385763997709668,8.674204968235307,7.773652224878442,2.7715804947410634,6.6401831549502335,4.107802778565861,9.082389215071732,3.888477679957452
1983-06-01,8.680919843061456,6.340209979835903,8.067759051012269,8.742976353047329,4.079338723451683,8.67926732145614,7.597783192287309,2.7024039494353262,7.4804044866748765,4.159899393354588,8.208450117224018,3.056406543916031
1983-07-01,8.795725715767912,5.873617278492317,7.300680712039494,7.976305889253998,5.656787274692107,8.48316133768387,6.994031094706012,1.8264881184043684,8.00926921249684,3.7824164495891925,6.619653280904205,2.6143688713093147
1983-08-01,8.85932859950219,5.5247276741065665,6.654975168090265,7.571350119547684,7.016111306088826,8.379707143455823,6.5948268880185195,1.7216498097736619,8.678998532710622,3.7261101223598656,5.1939823529104,5.321452979987351
1983-09-01,9.192913736940486,5.100662768361564,6.757796287066003,7.787517579275776,7.077146265691144,8.558526581821438,6.26772158653899,1.8685599650116178,9.154532753640591,3.5945462548841594,3.7985003326672464,6.7465912256355125
1983-10-01,9.299514280905777,4.647451052486036,7.275133470802535,8.474290188208938,7.079382229402698,8.736133956886391,6.108989776745466,2.0182262469194865,9.262595782475584,3.2110241593585895,3.731890420798053,7.796117492244711
1983-11-01,9.145539083611892,4.782729192118043,7.754653453227589,9.045577650963263,6.333748193222613,8.859324283367638,6.304552681916207,2.9417201180058603,8.78475229315864,3.1915040690951666,4.0696661324802985,8.020417332689997
1983-12-01,8.714147320297458,4.912242730643993,8.284587843792444,9.31921931485295,5.96425704882506,8.805562826976134,6.97957663906503,3.1879958228668133,8.189108902715954,3.068826499234644,5.472133786398348,7.476011226573486
1984-01-01,8.178321503833846,5.43945195658003,9.136589549799622,9.45446564077245,5.290697255495235,8.763323601987485,7.760655776512192,3.918379301715783,7.573176776287655,3.312741391057287,7.586494476926081,7.20496101034487
1984-02-01,7.801923854367545,5.665329507484117,9.50868759253695,9.397715529561475,4.9044901910766425,8.60896471518382,8.256539532913669,3.674995107036839,7.107715418039239,3.5269161570569247,9.260428555076002,6.808496136426611
1984-03-01,7.834939048240988,6.106963524395322,9.58010738491779,9.614875232505899,4.664605394773948,8.76376097627321,8.125048486739205,3.035590121463489,6.756285821140302,3.716818855152423,9.85742603432056,6.528666093875339
1984-04-01,8.090895013320857,6.4696027376593,9.414807102298958,9.71479821623192,3.643413196469133,8.789933979291817,8.263940474248573,3.2558224896597032,6.536453920459247,4.039782250954102,9.440194610915498,4.8759524640182565
1984-05-01,8.545022216484558,6.600643628427919,8.942101417960846,9.41252009469192,3.4211246076816377,8.74316595426878,8.002624332642304,1.990079658085071,6.836881493764996,4.189479464114469,7.458432736670086,4.160745551617579
1984-06-01,8.659056509782618,6.054903580184501,7.831292784605768,8.640319590472238,3.8034449760373388,8.609084368934509,7.206020270405,1.3775398548356823,7.287714118434358,4.104284485275371,5.680924088862092,2.388048084197408
1984-07-01,8.92999002149026,5.746731665495191,7.445397456216696,8.156265699102818,6.156089586929274,8.657058525473559,6.922206208197725,0.6824063634398707,8.541827386311647,3.694977678793256,4.817924905808937,2.8908456870417663
1984-08-01,9.043909685242701,5.765354818433145,6.9172368081153905,7.693082569632718,7.362283419098364,8.585337271925223,6.660844364059085,0.9231904597994748,9.054702088994802,3.8055748962938902,3.710358030689028,5.71573852767775
1984-09-01,9.33248149895661,5.781382887262815,7.277960406203146,8.204768407962822,7.627885394981436,8.813837546151703,6.735910401553986,0.9385696252173571,9.518750157336486,3.6935683272635704,3.669508090768109,7.226036552823024
1984-10-01,9.234280998782266,4.5493388879943035,7.022756505177006,8.372548292779399,6.880648210075927,8.788572061863261,5.750148853110527,2.062207043559276,9.143261250745102,3.105888168519226,3.045119532416561,7.289473229236066
1984-11-01,9.008137992937801,4.543462582082626,7.909810821621603,8.951845034767201,6.3318798722357394,8.869993160721421,6.018893966922248,2.3747451362641177,8.636723692668063,3.003112415353792,3.9540806646954834,7.556790317006488
1984-12-01,8.506232197400987,5.118961806981079,8.503960016084658,9.236346393053315,6.131331444629061,8.826487915829377,7.057748556421016,3.3993378962268053,8.089018597297702,3.2169204043665163,4.345258877652457,7.833468086400997
1985-01-01,7.775463358844591,5.38605276836668,9.137247878712467,9.375008500059062,5.756959169636574,8.714083244445328,7.56670142538125,3.5988423157570275,7.424629563247895,3.205327789477644,6.52158926687928,7.742918313198589
1985-02-01,7.674039476382085,5.769737619165612,9.39032712808062,9.356579698794418,4.81453903645443,8.65069857049404,8.109534878023492,3.8220724354961706,7.075722330200356,3.590232171216167,8.450462492075683,6.121606469470658
1985-03-01,7.566160146650843,5.9848320833049105,9.616627359594,9.55248419519512,4.283832766831189,8.64717964777376,8.23325111266232,3.7027547528684988,6.632771010077525,3.5683140679194634,9.416682489019928,5.863834248496831
1985-04-01,8.025855684609448,6.570073703761467,9.564215609665563,9.66468689511756,3.544501506248544,8.785504948554918,8.424342930697199,1.8085675602360034,6.66949850467909,3.89047598795514,8.979849566399764,4.989813251630151
1985-05-01,8.364635968967777,6.695739534952171,9.0459833220547,9.437009694738085,3.562068966193133,8.765734243968568,8.058806746224402,2.105945495386107,6.905152444173939,4.042743318255738,7.045719745642159,4.238403304492883
1985-06-01,8.701657765152163,6.380454430673118,8.201178719806682,8.718692526441536,4.371922114699524,8.703022706138151,7.667095587734289,0.347618665871581,7.726572995468722,3.955887799241811,5.639235944604953,3.3633547785221034
1985-07-01,8.991795911862425,6.139481914322206,7.48837518528493,8.286359432160808,6.1248774707402545,8.679318463118381,7.148870779609803,0.5721343972771427,8.613170032506032,4.038056336888545,4.051053866906931,3.6279389170976497
1985-08-01,9.059313177603588,5.773791351239525,6.733766640616336,7.633445470708953,7.358839810801679,8.499391104462143,6.611822987519589,0.9697312878173313,9.063815433384281,3.789300904558045,3.053815323059348,6.0932536509362665
1985-09-01,9.245501306929302,5.29583197384114,6.768602230657089,7.790195286189997,7.513034897425652,8.616394686388828,6.197592885513001,1.9304174357712167,9.44141469515233,3.561342206534849,2.8088696224957745,7.725100100320689
1985-10-01,9.387640713921446,5.084844659457443,7.375797310874719,8.318005061936816,7.199163813112356,8.779337243931344,6.278643240746614,1.837088371940986,9.431359095308279,3.3952906185766074,3.072314565806402,8.036561314066121
1985-11-01,9.27203514473901,4.605470198805885,7.826816377477593,8.91029655968337,6.740915581397957,8.88390256107942,6.038177384299518,2.2999238929172203,8.924585946298945,3.0032845252100593,3.73962849707846,8.062203292419937
1985-12-01,8.530673536535804,4.962510544672684,8.452082159229144,9.178581248395234,5.8796895019570385,8.812713659530708,7.022459689054661,2.5308483067372123,7.9266655590300354,3.085292948576766,4.461427463840478,7.910710983242674
1986-01-01,7.723289905719782,5.212642752851177,8.991409137679392,9.13265329691894,5.322289669499877,8.525410759466242,7.647763760555409,2.2562521242941447,7.3578990540583025,3.1783323188022914,6.714517012886438,7.428198032786295
1986-02-01,7.7551199485325695,5.888557006848131,9.466200717243712,9.410107273437434,5.2286335061266875,8.661411956144155,8.143161960110506,3.4658174076158086,7.06108144987614,3.408549070015528,9.45003736089169,7.400648688414972
1986-03-01,7.731083405415778,6.282004620563618,9.65104645053226,9.55354757481695,4.2384218723397185,8.656588242357312,8.42528771986612,2.864234098723606,6.529037119749631,3.7104949798627445,9.748284463051965,6.11207981000768
1986-04-01,8.12945566003108,6.541869561581528,9.449449386828945,9.602101588926681,3.6728002459893294,8.76394196192221,8.107095212505378,2.532020664238272,6.9521458357030586,3.907790510276174,8.905300385170802,5.7363779075164185
1986-05-01,8.408890485236233,6.50690071312101,9.007488887851679,9.368671032430463,3.5694801195389574,8.821188317391506,7.848982157628244,1.5089979210209357,7.070053285939245,3.867265499651726,7.558647041621385,3.900726079498951
1986-06-01,8.727811985314581,6.685916080974891,8.266554080198208,8.711119837694962,4.2528324111236415,8.70005470886821,7.7262469323528915,1.3325335143580899,7.6108549108630985,4.121032089517354,6.079100679408733,3.0231411725525654
1986-07-01,8.94692411292363,6.235916644468898,7.433493740924339,8.08766976151822,5.911257355968411,8.61156969800147,7.244805000636151,0.8454094892623124,8.474192467073163,3.885096133112881,4.422164360818274,3.083027541873422
1986-08-01,9.016112699483761,5.73739462283039,6.7493496527373695,7.51472542964136,7.09703146401161,8.529574622403851,6.750125653225308,0.8889712445400062,9.023823264806706,3.7219647213022284,3.3231395990985773,5.73841779247828
1986-09-01,9.34393626896788,5.448594064005963,6.95596081014527,7.74363877193434,7.4147369803332275,8.623491075832955,6.468967120839955,1.401532509153798,9.467258839337644,3.655915858594687,3.1715389916032297,7.557082550297487
1986-10-01,9.48634093195159,5.066391553952989,7.393067771475574,8.311131219369905,6.788234448499122,8.821099572870128,6.453692029739691,1.6822041928011016,9.186788555634744,3.5678873081430216,4.1605659487981335,7.899061273851707
1986-11-01,9.22940508091013,4.563382849894625,7.686919899443253,9.008132566893194,6.29155439580123,8.919560294937828,6.150773800084537,1.7279444142627853,8.6330802613707,3.0960646831842915,4.4157432106799,7.765385411417701
1986-12-01,8.54726986528072,4.602117963785794,8.25187177594947,9.179908300991011,5.540618055234497,8.789724960133253,6.634712872950052,2.4899105632873204,7.764197044589339,3.0520556846719016,5.356477629469294,7.113713507083431
1987-01-01,7.782550954526086,4.835266437816446,8.898235365883288,9.346136322218006,5.190621791112082,8.65470718562633,7.331899749407792,3.1961725423888065,7.098023371172917,2.984322971380383,7.136937781191898,6.590389843253352
1987-02-01,7.470854144403003,5.48286978919989,9.290245320636416,9.38736737367237,4.908510575085331,8.58597939100073,7.837715163965947,3.713069733667328,6.820051046553414,3.34359422271859,9.327997007458835,6.06934086381066
1987-03-01,7.844338505397345,6.643633561297908,9.702707990436174,9.680091330765935,4.4331240520509505,8.761426166710736,8.548659877133467,3.8546232194968657,6.796435928323833,4.066947015535289,10.000350142814565,5.862539700035191
1987-04-01,7.897322411321345,6.128738677899146,9.256271972212536,9.581577325424389,3.7921338179724295,8.74523965766125,8.060367339562548,2.3590949653069186,6.663854506531839,3.832994403179769,9.693308664855381,4.999693026311072
1987-05-01,8.52696172870001,6.287103453787986,8.934249881409247,9.389266549740434,3.7903398382220077,8.87340606300807,7.928008502428799,2.0347165434547922,7.262603547809652,3.8845142201799465,8.820474664072934,4.249363880874369
1987-06-01,8.746071917258707,6.138704353700301,8.154929273073357,8.70440954015152,4.070852321462884,8.707560298968437,7.481437170241091,0.7740643359382156,7.35148897713906,3.69189449367155,6.658585925592689,3.3289795877988575
1987-07-01,9.008437036862269,6.134302375263984,7.480593051798829,8.097027951805678,5.6484756932908855,8.627398852532464,7.3093112009042045,1.2185543618227515,8.298832028869775,4.054272428648621,5.177638247464147,3.1332642198044023
1987-08-01,9.19873017381145,5.634897076505844,6.940180428127701,7.818252839581344,6.979111801624851,8.535352813793233,6.833181831846012,0.43306297493658885,8.849408525206256,3.6630833354878845,4.104816059930616,4.814745987964432
1987-09-01,9.380348828828938,5.43537410013731,6.934453609389718,7.840562614398973,7.1398332493267045,8.661100008763055,6.620650458204327,0.7523217246648674,9.275941002001934,3.5006092977870487,4.3495512159222045,6.5321756593449845
1987-10-01,9.47382768952218,4.885916133625419,7.166255771486567,8.257643285694966,6.672413283889764,8.851112128087573,6.298821683392656,1.3646642728675333,8.968420201511654,3.2471484264187853,4.287460803112754,7.877603530964404
1987-11-01,9.185009844876019,4.8043402138381595,7.59979945716182,8.83306572638038,6.345900186379167,8.897469016611074,6.4119508804889405,2.0711709166517744,8.720082819036747,3.2767932403819167,4.65022716347687,7.610014779949061
1987-12-01,8.42701015012368,4.564333574633668,8.081242000466377,9.022877346206977,5.581456477176646,8.81355244829424,6.570045722803849,2.8902546549187567,7.7538651802740475,3.102913160116388,5.378574061381119,7.048084899652739
1988-01-01,7.938422867151874,4.607093319824589,8.91341908768333,9.36708988550669,5.141309652362681,8.728062329052072,7.171322099483734,2.5600080737490063,7.063954113150687,3.0046106730490107,7.036890146661898,6.2923199335576925
1988-02-01,7.628388834729298,5.469843761968797,9.45777224600329,9.593397253574603,5.091282680750317,8.70764034007819,7.966939688608679,1.574764724811019,7.051538470203831,3.1816891633895406,8.821882672652267,6.267301784792787
1988-03-01,7.741536078345664,5.955040608751997,9.507798539920193,9.604810407916597,4.054999521997478,8.689514946046382,8.19584654323412,2.1033357718114862,6.813047624440129,3.638064523468969,9.118084925736532,5.069712684121177
1988-04-01,8.13184998242703,6.1420614748502835,9.186022215079891,9.710392047337935,3.926022819491227,8.862306963501618,7.94464335901202,2.627224234677467,6.935068664144492,3.7971384911430994,7.859882071508772,5.008351259153831
1988-05-01,8.4702274454538,6.144587631010655,8.630161509127738,9.315410786038845,3.2487603896044526,8.768478368664551,7.553664980541637,1.8614489507327008,7.076103144408295,3.916850216105374,5.910828305913036,3.978344330291545
1988-06-01,8.710909622118344,6.083063585902083,7.873586521668804,8.667769903698414,4.421682343572686,8.704884865382324,7.274186902904519,1.3540329891470084,7.777043582095074,4.047787087240868,4.934521898576456,3.360632162911987
1988-07-01,8.849833152443999,5.8691755776273355,7.089769828928775,8.027039997669569,5.954529978657808,8.581563095172559,6.845408311566944,1.1797589244998137,8.344760415521032,3.754978565380739,3.995959326933413,2.0134272688832966
1988-08-01,8.980992900519926,5.905452167910973,6.872405822986131,7.716616501462056,7.155058817602709,8.571660518069466,6.630422889688693,0.6950706190512491,8.952640415485334,4.001255079947248,3.1027424788441516,5.083157084568432
1988-09-01,9.081535965015958,4.940029332947682,6.873522223318754,7.981563591028323,7.529122221484237,8.563361087899336,5.98330245328305,1.1128829950668737,9.407806098456222,3.572429574723592,2.9372511779090247,6.255778188153211
1988-10-01,9.094505997928298,4.632915628404877,7.389633964771821,8.53185667866956,7.033633365276926,8.644951302778033,6.132987765903552,0.49338335830636226,9.33384721962782,3.0641924244605336,3.198165132654789,7.269604149599433
1988-11-01,8.970753639932017,4.373816057332725,7.845245353538512,8.934666018762124,6.333624830574659,8.731800905404164,6.007865970586156,1.6259373049994046,8.828839471906777,2.9147305770504435,3.5321202457939793,7.006096338498837
1988-12-01,8.57312635969809,4.640433345907214,8.463114881213928,9.248061400384021,5.891310589416747,8.763064936804678,6.616635100894818,2.8063978346775476,8.195076941314557,3.056415820022359,3.9337232004723712,7.457173839477353
1989-01-01,7.783958335546237,5.246427139223634,8.86449895754756,9.20638637919907,5.40622238090085,8.536645821907538,7.492793012960932,3.0627499744538325,7.38073210923683,3.237564832213011,6.278723722375716,6.886376621503249
1989-02-01,7.581059886453927,5.868079252622421,9.397867267948122,9.459306943523531,4.945608773153589,8.588960919281197,8.241419383748678,3.6674667688279308,6.942043827812901,3.3751218762820434,9.276033134503345,6.100030550246863
1989-03-01,7.809542676729754,6.31472377558288,9.593280928137162,9.65231165568414,4.5126132764390645,8.807307368338703,8.488197749079497,2.9382769303047622,6.927475157003971,4.017695795702303,9.915311738047427,5.62938143629803
1989-04-01,8.119952398378636,6.24046370285462,9.348301719631534,9.600587485747091,3.6739902485530065,8.74726662731119,8.16686229657129,1.74360568181836,6.938097935082561,3.7630366761794427,9.213008897951578,5.25100407367703
1989-05-01,8.483914351938568,6.724404866626944,8.951719734403007,9.406597691680838,3.8973010548164857,8.759565148186987,8.20568532468012,1.819373916327187,7.212328858797831,4.039506776610048,7.639540709184329,4.485096469989832
1989-06-01,8.79339923406654,6.442516357093344,8.12436491810092,8.772710831223472,4.543900640776771,8.7021584500302,7.642602672803278,0.9307293270122645,7.87697073488734,3.8879715309507725,5.945205490480747,2.9551141252608493
1989-07-01,8.90931178108083,6.180653432698378,7.34385062645448,8.164423574118224,6.369081131374397,8.611353341478665,7.274586293004294,0.8963981671477596,8.639910368352696,3.9869457628035816,4.497745433418075,3.9264556482947746
1989-08-01,9.04428111526276,5.630019377116473,6.65409735076593,7.698341626733121,7.343096066857004,8.48201810424126,6.543075087241531,1.0395319396297804,9.023152594599381,3.7659139030895363,3.5663111401949603,6.550828162135657
1989-09-01,9.141260815934325,5.4439921608691915,6.7404647140446325,7.889663112124501,7.504981332296597,8.585111902726819,6.294216012574851,0.7917765492951483,9.186344657934884,3.592615135039335,3.015235036669806,7.212014618770854
1989-10-01,9.266698020368015,5.000461229626887,7.250085593801292,8.48468064267307,7.092639802402828,8.741062900777198,6.1835455723357535,1.5154659761398184,9.196831689443574,3.3466091755997778,3.351982854621396,8.069670729874371
1989-11-01,9.05942796221701,4.636761722518288,7.762139525470168,8.997745771684786,6.550369418551287,8.878710486985238,6.216344168410575,1.6530753994282417,8.743978862227547,2.9468182923664954,3.4150572359471925,7.784105509281644
1989-12-01,8.49457946579432,4.6339276857248635,8.201336762477593,9.23915022711999,5.997315397945761,8.883417411143538,6.66730606157379,2.523672046999775,7.93918919638131,2.9098235585815826,4.046907453673048,7.855646137159435
1990-01-01,7.914392054062511,4.932224869864973,8.781513071204662,9.222407057524462,5.3365327409252545,8.637774012392633,7.101409082921747,3.103041685434619,7.290986623993865,3.1374306673775676,6.339812678349914,7.354652178051995
1990-02-01,7.7680927863442735,5.810374770932047,9.320272661193679,9.476867653151755,4.985472589086663,8.70167343404034,8.050316979317017,3.651555161900064,6.967789621142581,3.597003617800553,8.972223151722211,6.490040656234546
1990-03-01,7.578764550432957,6.158498795639323,9.245106119071963,9.480936873988304,4.597242860748102,8.695256100896632,8.10121223180244,2.740274657352711,6.711711502811248,3.605814743909816,9.163686655843687,5.904915428516971
1990-04-01,8.112684811554706,6.431585254520463,9.392456050587052,9.652156293479026,4.1428038968750265,8.830119421745417,8.36277342874654,2.975653869423996,6.965766169912003,4.075788122141243,9.008196340758778,5.689135851940591
1990-05-01,8.362098857080765,6.411576478679837,8.83485268605656,9.33027843799333,3.6109121019609147,8.787519997485015,7.8803193311991375,1.5385710132919903,6.60925017533196,3.86482734136246,7.601392826913099,4.196975055538167
1990-06-01,8.726515188793876,6.229393259156582,7.794935234802758,8.60138302273642,4.036876735285366,8.701348484712288,7.5019262117416385,1.0310091950336793,7.323517407809417,3.7525744732312507,5.4876957156986315,2.9700250300752233
1990-07-01,8.996716094789956,6.158755167421283,7.258388538616917,8.087674364250214,6.221211847348153,8.66729407877554,7.142248555450755,0.6107575233308982,8.470592630908387,3.9839232713946253,3.897183387307561,3.4866565636504427
1990-08-01,9.113524646021164,5.751810948242252,6.679776561133714,7.624898669533476,7.41742795856156,8.576164628963916,6.620005198501133,0.564657261236992,9.120538516992278,3.4334590543299575,3.084306966552224,6.574928012183045
1990-09-01,9.349760356648762,5.440240278273496,6.569181062351292,7.72368080546273,7.761463814926796,8.663498257385669,6.095933410334416,0.9073322357976488,9.480691368531835,3.314914033022814,3.0825212391237975,7.655352313475614
1990-10-01,9.468330201246323,4.928132992633588,7.106195641599488,8.334106072548982,7.348146927719139,8.83531143856586,6.0763870736142005,1.1655911902757556,9.339668362881566,3.221313092306168,3.386132392345439,7.61946316291264
